GeneID	Max_3_UTR
IL18R1	1889
IL1RAP	3142
IL20RA	1586
IL27RA	927
IL32	463
IL3RA	223
IL4R	947
IL6R	4284
IL6ST	6722
ILDR2	11167
ILF2	607
ILF3	3106
ILK	262
ILKAP	133
ILRUN	3273
ILVBL	264
IMMP1L	98
IMMP2L	1206
IMMT	335
IMP3	528
IMP4	1497
IMPA1	2550
IMPA2	418
IMPACT	2682
IMPAD1	5861
IMPDH1	729
IMPDH2	53
INA	1676
INAFM1	374
INAFM2	2197
INAVA	2112
INCA1	274
INCENP	1189
INF2	3740
ING1	3404
ING2	1476
ING3	2369
ING4	933
ING5	4445
INHA	184
INHBB	1928
INHBC	2039
INHBE	1176
INIP	3611
INKA2	4903
INO80	1341
INO80C	277
INO80D	10646
INO80E	570
INPP1	262
INPP4A	6783
INPP4B	5621
INPP5A	1443
INPP5B	1617
INPP5D	1194
INPP5E	1055
INPP5F	1369
INPP5J	277
INPP5K	1245
INPPL1	790
INSIG1	1994
INSIG2	2674
INSM1	1147
INSR	4790
INSYN1	4485
INTS1	299
INTS10	277
INTS11	273
INTS12	104
INTS13	315
INTS14	627
INTS2	2189
INTS3	1537
INTS4	228
INTS5	171
INTS6	14591
INTS6L	900
INTS7	1424
INTS8	1511
INTS9	487
INTU	10300
INVS	1500
IP6K1	2827
IP6K2	1447
IPMK	4558
IPO11	1270
IPO13	339
IPO4	222
IPO5	2473
IPO7	2932
IPO8	1878
IPO9	8235
IPP	1230
IPPK	2648
IQCB1	583
IQCC	599
IQCD	128
IQCE	4571
IQCG	504
IQCH	1171
IQCK	1977
IQGAP1	2130
IQGAP2	818
IQGAP3	1080
IQSEC1	4465
IQSEC2	2294
IRAK1	1351
IRAK1BP1	4767
IRAK2	1516
IRAK4	2827
IREB2	3312
IRF1	2341
IRF2	1027
IRF2BP1	411
IRF2BP2	2867
IRF2BPL	858
IRF3	78
IRF4	3844
IRF5	1223
IRF6	2801
IRF7	89
IRF8	1326
IRF9	368
IRGQ	7658
IRS1	4933
IRS2	3608
IRS4	73
IRX3	381
IRX5	609
IRX6	450
ISCA1	1494
ISCA2	2105
ISCU	1679
ISG15	60
ISG20	951
ISG20L2	1457
ISL1	1118
ISL2	639
ISM1	1191
ISM2	1690
ISOC1	1024
ISOC2	322
IST1	3396
ISY1	2665
ISYNA1	524
ITCH	3978
ITFG1	1379
ITFG2	882
ITGA1	6757
ITGA2	4179
ITGA2B	182
ITGA3	1371
ITGA4	3411
ITGA5	1031
ITGA6	2367
ITGA7	487
ITGA8	3208
ITGA9	4517
ITGAE	218
ITGAV	3609
ITGB1	1317
ITGB1BP1	3357
ITGB3BP	333
ITGB4	262
ITGB5	1673
ITGB8	5756
ITIH4	458
ITM2B	9129
ITM2C	1154
ITPA	760
ITPK1	4646
ITPKA	384
ITPKB	2980
ITPKC	1299
ITPR1	1614
ITPR2	4044
ITPR3	781
ITPRID2	2032
ITPRIP	4711
ITPRIPL2	5560
ITSN1	11560
ITSN2	3271
IVD	3044
IVNS1ABP	1646
IWS1	231
IZUMO4	244
JADE1	2961
JADE2	3909
JADE3	2164
JAG1	1813
JAG2	1698
JAGN1	969
JAK1	1338
JAK2	1391
JAKMIP2	6245
JAM2	2889
JAM3	2818
JARID2	1790
JAZF1	2219
JCAD	5078
JDP2	4631
JHY	4416
JKAMP	1550
JMJD1C	823
JMJD4	1202
JMJD6	3849
JMJD7	424
JMJD8	1157
JMY	5605
JOSD1	2358
JOSD2	175
JPH1	2335
JPH2	6912
JPH3	1494
JPT1	958
JPT2	3087
JRK	6891
JRKL	1336
JTB	409
JUNB	499
JUND	746
JUP	1136
KALRN	6854
KANK1	870
KANK2	2290
KANSL1	1564
KANSL1L	1527
KANSL2	832
KANSL3	2438
KARS1	170
KAT14	927
KAT2A	537
KAT2B	1878
KAT5	422
KAT6A	2725
KAT6B	1577
KAT7	7523
KAT8	366
KATNA1	345
KATNAL1	5909
KATNAL2	1237
KATNB1	297
KATNBL1	1664
KAZALD1	2138
KAZN	3407
KBTBD11	3871
KBTBD2	1172
KBTBD3	1751
KBTBD4	732
KBTBD6	2917
KBTBD7	2368
KBTBD8	2822
KCMF1	6062
KCNA3	616
KCNAB2	2605
KCNAB3	1242
KCNB2	257
KCNC1	5199
KCNC3	4151
KCNC4	16814
KCND1	1200
KCNG1	382
KCNG3	1916
KCNH2	467
KCNH3	380
KCNIP2	1378
KCNIP3	2027
KCNJ11	1669
KCNJ12	3225
KCNJ14	2202
KCNJ2	3718
KCNJ3	3619
KCNJ4	466
KCNJ8	767
KCNK1	983
KCNK12	11616
KCNK2	1944
KCNK5	1918
KCNK6	4672
KCNMA1	8267
KCNMB3	246
KCNMB4	3638
KCNQ2	6435
KCNQ4	1928
KCNQ5	3438
KCNS3	473
KCTD1	831
KCTD10	2939
KCTD11	1301
KCTD12	4995
KCTD13	531
KCTD15	3958
KCTD17	865
KCTD18	1138
KCTD19	136
KCTD2	2838
KCTD20	3967
KCTD21	2522
KCTD3	1188
KCTD5	1702
KCTD6	727
KCTD7	3996
KCTD8	886
KCTD9	2008
KDELR1	716
KDELR2	2051
KDELR3	910
KDF1	506
KDM1A	324
KDM1B	1861
KDM2A	3023
KDM2B	1191
KDM3A	596
KDM3B	1326
KDM4A	1147
KDM4B	2085
KDM4C	1010
KDM4D	574
KDM5A	5398
KDM5B	4538
KDM5C	807
KDM6A	1367
KDM6B	1268
KDM7A	6347
KDM8	1037
KDSR	4055
KEAP1	526
KHDC1	213
KHDC4	1075
KHDRBS1	1251
KHDRBS3	524
KHK	1011
KHNYN	4557
KHSRP	1921
KIAA0040	3727
KIAA0100	623
KIAA0232	3205
KIAA0319	3236
KIAA0319L	1401
KIAA0355	2615
KIAA0513	5896
KIAA0556	1739
KIAA0586	3364
KIAA0753	1599
KIAA0754	1932
KIAA0895	2607
KIAA0895L	1376
KIAA0930	4933
KIAA1109	511
KIAA1143	4804
KIAA1191	1538
KIAA1211L	685
KIAA1217	2724
KIAA1257	4635
KIAA1324L	3564
KIAA1328	3106
KIAA1522	2082
KIAA1549	6524
KIAA1549L	5945
KIAA1586	375
KIAA1614	6025
KIAA1671	5042
KIAA1841	2128
KIAA1958	9327
KIAA2013	723
KIAA2026	661
KIDINS220	4533
KIF11	1598
KIF13A	1673
KIF13B	3225
KIF14	1890
KIF15	520
KIF16B	1148
KIF17	569
KIF18A	580
KIF18B	1688
KIF1A	3599
KIF1B	5015
KIF1C	4249
KIF20A	306
KIF20B	894
KIF21A	1195
KIF21B	4704
KIF22	74
KIF23	635
KIF24	1999
KIF26A	1107
KIF26B	6825
KIF27	2898
KIF2A	5455
KIF2C	586
KIF3A	4002
KIF3B	3688
KIF3C	2379
KIF4A	620
KIF4B	569
KIF5A	2415
KIF5B	2500
KIF5C	3681
KIF6	6541
KIF7	441
KIF9	625
KIFAP3	452
KIFBP	563
KIFC1	205
KIFC2	812
KIFC3	692
KIN	5117
KIRREL1	5141
KISS1R	256
KIT	2157
KITLG	4388
KIZ	43
KLC1	593
KLC2	904
KLC3	161
KLC4	420
KLF10	1354
KLF11	2328
KLF12	9477
KLF13	5603
KLF15	1091
KLF16	2059
KLF3	4253
KLF4	898
KLF5	1655
KLF6	3556
KLF7	7088
KLF8	7201
KLF9	3178
KLHDC10	4958
KLHDC2	3431
KLHDC3	559
KLHDC4	263
KLHDC8A	1337
KLHDC8B	684
KLHDC9	285
KLHL11	5220
KLHL12	1411
KLHL13	1094
KLHL14	1983
KLHL15	4199
KLHL17	527
KLHL18	2874
KLHL2	1095
KLHL20	1439
KLHL21	3383
KLHL22	553
KLHL23	2145
KLHL24	5229
KLHL25	1685
KLHL26	2474
KLHL28	4703
KLHL29	1941
KLHL3	4597
KLHL31	3681
KLHL36	5552
KLHL4	3515
KLHL41	560
KLHL42	4873
KLHL5	5166
KLHL7	3615
KLHL8	3414
KLHL9	3340
KLLN	2790
KLRG1	1213
KLRG2	896
KMT2A	4659
KMT2B	322
KMT2C	1906
KMT2D	2804
KMT2E	1683
KMT5A	1649
KMT5B	2824
KMT5C	671
KNDC1	2154
KNL1	2152
KNOP1	4972
KNSTRN	1056
KNTC1	167
KPNA1	5080
KPNA2	262
KPNA3	2478
KPNA4	7096
KPNA5	9543
KPNA6	5668
KPNB1	3100
KPTN	265
KRAS	4665
KRBA1	527
KRBA2	480
KRBOX4	1889
KRCC1	578
KREMEN1	4707
KREMEN2	406
KRI1	865
KRIT1	1766
KRR1	8945
KRT10	358
KRT17	151
KRT18	63
KRT19	125
KRT222	1736
KRT8	236
KRTAP19-1	338
KRTAP5-1	70
KRTCAP2	31
KRTCAP3	180
KSR1	4499
KSR2	14186
KTN1	474
KXD1	755
KYAT1	641
KYAT3	409
L1CAM	1148
L2HGDH	4623
L3HYPDH	3107
L3MBTL1	766
L3MBTL2	1019
L3MBTL3	1695
L3MBTL4	2730
LACC1	2483
LACTB	1931
LACTB2	593
LAD1	1054
LAGE3	174
LAMA1	336
LAMA2	217
LAMA3	1573
LAMA4	1505
LAMA5	270
LAMB1	151
LAMB2	111
LAMB3	397
LAMC1	2801
LAMC2	1726
LAMC3	2685
LAMP1	1250
LAMP2	5174
LAMP3	1865
LAMTOR1	529
LAMTOR2	134
LAMTOR3	3657
LAMTOR4	306
LAMTOR5	267
LANCL1	3237
LANCL2	2421
LANCL3	8809
LAP3	377
LAPTM4A	554
LAPTM4B	1538
LARGE1	1900
LARGE2	250
LARP1	3506
LARP1B	1932
LARP4	4478
LARP4B	6011
LARP6	2920
LARP7	264
LARS1	1079
LARS2	1876
LAS1L	1884
LASP1	2991
LAT2	890
LATS1	3575
LATS2	1833
LAYN	1286
LBH	2406
LBHD1	311
LBR	1800
LBX2	409
LCA5	2012
LCAT	153
LCLAT1	3605
LCMT1	204
LCMT2	4779
LCOR	10821
LCORL	4688
LCP1	1667
LDAH	3080
LDB1	1603
LDHA	1143
LDHB	199
LDHC	934
LDLR	2503
LDLRAD3	2738
LDLRAD4	7096
LDLRAP1	1893
LDOC1	3345
LEF1	1206
LEMD2	1414
LEMD3	2029
LENG1	559
LENG8	3110
LEO1	162
LEPR	2258
LEPROT	4087
LEPROTL1	2661
LETM1	2944
LETM2	1416
LETMD1	1665
LGALS1	52
LGALS3	151
LGALS3BP	320
LGALS8	4817
LGALS9	645
LGALSL	2950
LGI2	4603
LGI4	679
LGMN	508
LGR4	1905
LGR5	1573
LHFPL2	3666
LHFPL4	3849
LHFPL6	1043
LHPP	868
LHX1	1483
LHX2	593
LHX4	4404
LHX6	2182
LHX9	6218
LIAS	2428
LIF	3360
LIFR	6926
LIG1	203
LIG3	5236
LIG4	1088
LIMA1	1283
LIMCH1	2858
LIMD1	9280
LIMD2	2663
LIME1	509
LIMK1	1223
LIMK2	1638
LIMS1	3361
LIN28B	4548
LIN37	44
LIN52	4127
LIN54	3497
LIN7A	5205
LIN7B	86
LIN7C	4230
LIN9	1351
LINGO1	1019
LINS1	2313
LIPA	1258
LIPE	297
LIPG	8661
LIPH	2527
LIPT1	70
LIPT2	1725
LITAF	2023
LIX1L	2886
LLGL1	966
LLGL2	330
LLPH	7284
LMAN1	3268
LMAN2	518
LMAN2L	1325
LMBR1	6286
LMBR1L	531
LMBRD1	2147
LMBRD2	5638
LMCD1	7069
LMF1	895
LMF2	441
LMLN	5052
LMNA	982
LMNB1	755
LMNB2	2744
LMNTD2	129
LMO2	779
LMO4	4126
LMO7	1927
LMOD1	1915
LMTK2	4145
LMTK3	501
LMX1B	4580
LNP1	392
LNPEP	8978
LNPK	6084
LNX1	1605
LNX2	2421
LOC100128108	113
LOC100133315	3734
LOC100996842	241
LOC101927572	104
LOC101928120	355
LOC101928764	3918
LOC101928841	3767
LOC102723360	1785
LOC102724488	9454
LOC107984974	1730
LOC112694756	405
LOC150051	370
LOC389831	3837
LOC441155	671
LOC728392	565
LOC730098	870
LOC730183	49
LONP1	197
LONP2	5546
LONRF1	1189
LONRF2	12422
LONRF3	664
LOX	3547
LOXL1	298
LOXL2	1145
LOXL3	1346
LOXL4	1229
LPAR1	2168
LPAR2	599
LPAR3	2243
LPCAT1	2223
LPCAT2	3567
LPCAT3	706
LPCAT4	493
LPGAT1	6441
LPIN1	2615
LPIN2	3298
LPIN3	1715
LPL	1948
LPP	16191
LRAT	3983
LRATD1	5182
LRATD2	4013
LRBA	1285
LRCH1	3049
LRCH2	2595
LRCH3	7718
LRCH4	1095
LRFN1	815
LRFN3	1604
LRFN4	279
LRIF1	768
LRIG1	1465
LRIG2	8158
LRIG3	416
LRP1	786
LRP10	4183
LRP11	1791
LRP12	1441
LRP1B	1762
LRP2	1553
LRP2BP	3301
LRP3	1287
LRP4	2265
LRP5	204
LRP5L	380
LRP6	5099
LRP8	4647
LRPAP1	9361
LRPPRC	2375
LRR1	257
LRRC1	1331
LRRC14	3693
LRRC20	2383
LRRC23	338
LRRC26	94
LRRC27	6265
LRRC28	4631
LRRC3	4777
LRRC34	3188
LRRC37A	70
LRRC37A2	68
LRRC37A3	464
LRRC37B	158
LRRC39	649
LRRC4	1607
LRRC40	994
LRRC41	464
LRRC42	228
LRRC45	345
LRRC46	597
LRRC47	2528
LRRC49	484
LRRC4B	677
LRRC57	6253
LRRC58	6690
LRRC59	1749
LRRC61	514
LRRC69	253
LRRC7	22583
LRRC75A	2275
LRRC75B	250
LRRC8A	1666
LRRC8B	4817
LRRC8C	4548
LRRC8D	965
LRRC8E	1109
LRRCC1	567
LRRFIP1	2114
LRRFIP2	1224
LRRIQ1	163
LRRK1	9407
LRRK2	1518
LRRN2	680
LRRTM2	4088
LRSAM1	601
LRTOMT	1856
LRWD1	118
LSAMP	7942
LSG1	1275
LSM1	328
LSM10	321
LSM11	5444
LSM12	1879
LSM14A	2154
LSM14B	1209
LSM2	360
LSM3	3005
LSM4	1227
LSM5	1922
LSM6	1878
LSM7	158
LSM8	12032
LSMEM1	1112
LSR	104
LSS	2657
LTA4H	353
LTB4R	1325
LTB4R2	311
LTBP1	962
LTBP2	2700
LTBP3	520
LTBP4	269
LTC4S	252
LTK	358
LTN1	2303
LTO1	1954
LTV1	284
LUC7L	973
LUC7L2	1116
LUC7L3	5553
LUM	1535
LURAP1	1035
LURAP1L	1299
LUZP1	4871
LXN	231
LY6E	620
LY6G5B	167
LYAR	187
LYN	4058
LYPD1	2758
LYPD6	3294
LYPD6B	550
LYPLA1	1697
LYPLA2	806
LYPLAL1	1136
LYRM1	889
LYRM2	5048
LYRM4	1072
LYRM7	5867
LYRM9	1158
LYSMD1	1133
LYSMD2	595
LYSMD3	3670
LYSMD4	1721
LYST	1908
LZIC	4105
LZTFL1	3008
LZTR1	1682
LZTS2	667
LZTS3	1836
M6PR	1456
MAB21L1	1269
MACF1	1343
MACIR	2119
MACO1	1740
MACROD1	129
MACROH2A1	594
MACROH2A2	598
MAD1L1	274
MAD2L1	4494
MAD2L1BP	417
MAD2L2	294
MADD	985
MAEA	978
MAF	4942
MAF1	501
MAFA	1280
MAFB	2030
MAFF	1631
MAFG	4334
MAFK	2667
MAGED1	208
MAGED2	134
MAGEF1	533
MAGEH1	531
MAGI1	3549
MAGI2	2259
MAGI3	3661
MAGIX	1756
MAGOH	144
MAGOHB	2084
MAGT1	3472
MAIP1	355
MAK	1728
MAK16	2632
MAL2	2184
MALSU1	2185
MALT1	6634
MAMDC4	195
MAML1	2404
MAML2	2347
MAML3	2569
MAMLD1	2174
MAN1A1	2613
MAN1A2	5912
MAN1B1	591
MAN1C1	2417
MAN2A1	2626
MAN2A2	2791
MAN2B1	111
MAN2B2	2062
MAN2C1	113
MANBA	1286
MANBAL	844
MANEA	3046
MANEAL	1746
MANF	307
MANSC1	3970
MAOA	2310
MAP11	587
MAP1A	1386
MAP1B	4323
MAP1LC3A	446
MAP1LC3B	1676
MAP1LC3B2	272
MAP1S	86
MAP2	3714
MAP2K1	928
MAP2K2	275
MAP2K3	1008
MAP2K4	2565
MAP2K5	363
MAP2K6	12111
MAP2K7	2046
MAP3K1	2470
MAP3K10	282
MAP3K11	533
MAP3K12	1512
MAP3K13	6637
MAP3K14	1516
MAP3K15	690
MAP3K2	8910
MAP3K20	5614
MAP3K21	2436
MAP3K3	2527
MAP3K4	514
MAP3K5	711
MAP3K6	206
MAP3K7	3068
MAP3K8	996
MAP3K9	7853
MAP4	2378
MAP4K1	168
MAP4K2	4618
MAP4K3	1351
MAP4K4	3440
MAP4K5	1543
MAP6	2943
MAP6D1	1474
MAP7	1946
MAP7D1	590
MAP7D2	1685
MAP7D3	1793
MAP9	5122
MAPK1	4582
MAPK11	1234
MAPK12	499
MAPK13	5147
MAPK14	2856
MAPK15	206
MAPK1IP1L	5566
MAPK3	603
MAPK4	2657
MAPK6	2374
MAPK7	312
MAPK8	4463
MAPK8IP1	743
MAPK8IP2	3196
MAPK8IP3	1492
MAPK9	3240
MAPKAP1	1492
MAPKAPK2	2189
MAPKAPK3	1250
MAPKAPK5	9160
MAPKBP1	2418
MAPRE1	1676
MAPRE2	3098
MAPRE3	870
MAPT	4161
MARCHF1	4449
MARCHF2	468
MARCHF3	2918
MARCHF5	2756
MARCHF6	6703
MARCHF7	3684
MARCHF8	3653
MARCHF9	1513
MARCKS	2895
MARCKSL1	757
MARF1	2305
MARK1	2293
MARK2	1782
MARK3	601
MARK4	2845
MARS1	70
MARS2	1207
MARVELD1	1586
MARVELD2	2675
MARVELD3	1661
MASP2	361
MAST1	81
MAST2	57
MAST3	1959
MAST4	2539
MASTL	1416
MAT2A	1508
MAT2B	990
MATK	209
MATN2	1010
MATN3	1058
MATR3	2281
MAU2	2971
MAVS	9975
MAX	1536
MAZ	1087
MB21D2	1569
MBD1	2654
MBD2	3705
MBD3	4562
MBD4	619
MBD5	533
MBD6	913
MBIP	606
MBLAC1	296
MBLAC2	2957
MBNL1	3395
MBNL2	2783
MBNL3	10362
MBOAT1	2599
MBOAT2	5988
MBOAT7	631
MBP	4020
MBTD1	3150
MBTPS1	685
MBTPS2	2767
MC1R	764
MCAM	1355
MCAT	1248
MCC	5195
MCCC1	219
MCCC2	1845
MCEE	282
MCF2L	2882
MCFD2	3592
MCIDAS	799
MCL1	2823
MCM10	1799
MCM2	661
MCM3	648
MCM3AP	134
MCM4	1380
MCM5	1175
MCM6	1208
MCM7	203
MCM8	4579
MCM9	1374
MCMBP	2069
MCOLN1	213
MCOLN2	1101
MCOLN3	1040
MCPH1	5480
MCRIP1	885
MCRIP2	283
MCRS1	348
MCTP1	1958
MCTP2	4917
MCTS1	8894
MCU	1871
MCUB	1126
MCUR1	4259
MDC1	657
MDFIC	3980
MDGA1	6688
MDH1	208
MDH2	1097
MDK	342
MDM1	4088
MDM2	10834
MDM4	9007
MDN1	1506
ME1	1521
ME2	7215
MEA1	1326
MEAF6	4137
MEAK7	3557
MECOM	1409
MECP2	8793
MECR	1364
MED1	3189
MED10	628
MED11	623
MED12	230
MED12L	3872
MED13	3862
MED13L	2689
MED14	3500
MED14OS	442
MED15	914
MED16	137
MED17	2898
MED18	994
MED19	911
MED20	1908
MED21	2388
MED22	3213
MED23	946
MED24	424
MED25	35
MED26	1090
MED27	425
MED28	10304
MED29	2941
MED30	2227
MED31	1155
MED4	1412
MED6	1670
MED7	1301
MED8	1124
MED9	1725
MEF2A	3716
MEF2C	5486
MEF2D	3917
MEGF11	2637
MEGF6	2576
MEGF8	1987
MEGF9	4378
MEIOC	1604
MEIS1	2623
MEIS2	3253
MEIS3	435
MELK	345
MELTF	1630
MEMO1	7057
MEN1	819
MEOX2	1174
MEPCE	563
MERTK	693
MESD	3466
MESP1	276
MET	2252
METAP1	1491
METAP1D	2022
METAP2	1932
METRN	2267
METRNL	550
METTL1	680
METTL14	5127
METTL15	3111
METTL16	3915
METTL17	151
METTL18	44
METTL21A	3931
METTL22	3495
METTL23	194
METTL25	212
METTL26	169
METTL2A	1363
METTL2B	1007
METTL3	119
METTL4	1536
METTL5	61
METTL6	1629
METTL7A	2356
METTL7B	560
METTL8	8616
METTL9	2040
MEX3A	4560
MEX3B	1381
MEX3C	1800
MEX3D	893
MFAP1	601
MFAP2	415
MFAP3	3735
MFAP3L	4775
MFF	718
MFGE8	711
MFHAS1	2666
MFN1	2876
MFN2	1949
MFSD1	736
MFSD10	392
MFSD11	987
MFSD12	510
MFSD13A	1060
MFSD14A	1163
MFSD14B	1624
MFSD14C	1132
MFSD2A	399
MFSD3	48
MFSD4A	2456
MFSD4B	4047
MFSD5	217
MFSD6	2288
MFSD8	2897
MFSD9	3793
MGA	2662
MGARP	433
MGAT1	6853
MGAT2	868
MGAT3	3246
MGAT4A	6459
MGAT4B	446
MGAT5	5773
MGAT5B	1554
MGLL	3135
MGME1	1012
MGMT	3985
MGRN1	4674
MGST1	1027
MGST2	533
MGST3	630
MIA2	1569
MIA3	2392
MIB1	6290
MIB2	303
MICA	303
MICAL1	127
MICAL2	3617
MICAL3	4498
MICALL1	1991
MICALL2	236
MICB	1218
MICOS10	3433
MICOS13	136
MICU1	868
MICU2	557
MICU3	2353
MID1	4057
MID1IP1	1031
MID2	4563
MIDEAS	4178
MIDN	1870
MIEF1	3810
MIEF2	2112
MIEN1	1097
MIER1	3718
MIER2	1114
MIER3	3525
MIF4GD	509
MIGA1	4475
MIGA2	1628
MIIP	236
MINAR1	3917
MINDY1	750
MINDY2	7288
MINDY3	822
MINK1	773
MINPP1	1275
MIOS	2051
MIPEP	158
MIPOL1	5389
MIS12	1329
MIS18A	807
MIS18BP1	918
MISP3	338
MITD1	232
MITF	3088
MKI67	2528
MKKS	466
MKLN1	8903
MKNK1	1354
MKNK2	2141
MKRN1	1483
MKRN2	1457
MKS1	729
MKX	2354
MLEC	5318
MLF1	1253
MLF2	555
MLH1	192
MLH3	3317
MLKL	648
MLLT1	2660
MLLT10	1691
MLLT11	2046
MLLT3	4773
MLLT6	4181
MLST8	575
MLX	1599
MLXIP	5529
MLXIPL	662
MLYCD	11541
MMAA	4598
MMAB	3311
MMACHC	4166
MMADHC	336
MMD	1711
MME	3269
MMGT1	4435
MMP14	1718
MMP15	1453
MMP16	9446
MMP2	1248
MMP24OS	1359
MMP25	1624
MMS19	367
MMS22L	4644
MMUT	1367
MN1	2637
MNAT1	1614
MND1	344
MNS1	375
MNT	2827
MNX1	666
MOAP1	987
MOB1A	4109
MOB1B	6110
MOB2	723
MOB3A	2358
MOB3B	5377
MOB3C	1939
MOB4	3052
MOCOS	3471
MOCS1	2947
MOCS2	2988
MOCS3	3703
MOGS	217
MOK	452
MON1A	144
MON1B	4089
MON2	7890
MORC2	1672
MORC3	1349
MORC4	813
MORF4L1	1071
MORF4L2	662
MORN1	292
MORN2	193
MORN3	2902
MORN4	1709
MOSMO	3771
MOSPD1	1528
MOSPD2	2512
MOSPD3	193
MOV10	238
MOXD1	1097
MPC1	533
MPC2	1647
MPDU1	764
MPDZ	1256
MPG	73
MPHOSPH10	85
MPHOSPH6	568
MPHOSPH8	1565
MPHOSPH9	2577
MPI	4687
MPIG6B	1835
MPLKIP	7031
MPND	83
MPP1	492
MPP2	2447
MPP3	901
MPP5	3104
MPP6	6578
MPP7	3070
MPPE1	1822
MPPED2	4395
MPRIP	7820
MPST	606
MPV17	419
MPV17L2	892
MPZ	1140
MPZL1	4074
MPZL2	1817
MPZL3	3203
MR1	6672
MRAP2	1404
MRAS	3265
MRC2	1145
MRE11	4553
MREG	2278
MRFAP1	1013
MRFAP1L1	942
MRGBP	2085
MRI1	2000
MRM1	548
MRM2	926
MRM3	439
MRNIP	114
MROH1	343
MROH6	1045
MRPL1	177
MRPL10	932
MRPL11	1037
MRPL12	276
MRPL13	666
MRPL14	391
MRPL15	794
MRPL16	206
MRPL17	1732
MRPL18	309
MRPL19	6920
MRPL2	410
MRPL20	659
MRPL21	52
MRPL22	2513
MRPL23	178
MRPL24	94
MRPL27	224
MRPL28	705
MRPL3	510
MRPL30	3855
MRPL32	277
MRPL33	250
MRPL34	463
MRPL35	3121
MRPL36	238
MRPL37	133
MRPL38	205
MRPL39	94
MRPL4	1315
MRPL40	115
MRPL41	59
MRPL42	14992
MRPL43	1432
MRPL44	679
MRPL45	622
MRPL46	134
MRPL47	585
MRPL48	762
MRPL49	1498
MRPL50	2832
MRPL51	384
MRPL52	758
MRPL53	136
MRPL54	171
MRPL55	80
MRPL57	1855
MRPL58	255
MRPL9	402
MRPS10	1481
MRPS11	2795
MRPS12	318
MRPS14	1710
MRPS15	69
MRPS16	2002
MRPS17	1321
MRPS18A	701
MRPS18B	594
MRPS18C	1097
MRPS2	539
MRPS21	750
MRPS22	122
MRPS23	5001
MRPS24	140
MRPS25	3928
MRPS26	380
MRPS27	1505
MRPS28	262
MRPS30	311
MRPS31	243
MRPS33	3819
MRPS34	325
MRPS35	1123
MRPS36	932
MRPS5	1985
MRPS6	429
MRPS7	452
MRPS9	198
MRRF	8795
MRS2	2499
MRTFA	1509
MRTFB	5334
MRTO4	1297
MSANTD2	1530
MSANTD3	1177
MSANTD4	1635
MSH2	278
MSH3	952
MSH5	146
MSH6	92
MSI1	1775
MSI2	5140
MSL1	2547
MSL2	2229
MSL3	2167
MSMO1	1215
MSN	2037
MSRA	578
MSRB1	882
MSRB2	1150
MSRB3	3584
MSS51	973
MST1	80
MSTO1	766
MSX1	789
MSX2	1737
MT1F	230
MT1X	146
MT2A	142
MTA1	664
MTA2	660
MTA3	3547
MTAP	5066
MTARC1	6240
MTARC2	896
MTBP	299
MTCH1	767
MTCH2	1526
MTCL1	1171
MTCP1	1365
MTDH	5589
MTERF1	2652
MTERF2	279
MTERF3	287
MTERF4	431
MTF1	5560
MTF2	2053
MTFMT	1549
MTFP1	519
MTFR1	1518
MTFR1L	1021
MTFR2	240
MTG1	2354
MTG2	1676
MTHFD1	266
MTHFD1L	361
MTHFD2	3322
MTHFD2L	2109
MTHFR	4953
MTHFS	1662
MTHFSD	1824
MTIF2	51
MTIF3	35
MTLN	139
MTM1	1547
MTMR1	2378
MTMR10	2528
MTMR11	477
MTMR12	2770
MTMR14	419
MTMR2	2409
MTMR3	5066
MTMR4	2125
MTMR6	3030
MTMR7	3067
MTMR9	5359
MTO1	8500
MTOR	949
MTPAP	3807
MTR	6336
MTRES1	349
MTREX	806
MTRF1	745
MTRF1L	2722
MTRNR2L1	528
MTRNR2L10	527
MTRNR2L6	387
MTRNR2L7	531
MTRNR2L8	257
MTRNR2L9	227
MTRR	1054
MTSS1	2221
MTSS2	2472
MTURN	5213
MTUS1	2131
MTUS2	2740
MTX1	140
MTX2	523
MTX3	7070
MUL1	1241
MUS81	386
MUTYH	63
MVB12A	338
MVB12B	3776
MVD	584
MVK	1547
MVP	49
MXD1	4659
MXD3	1619
MXD4	3111
MXI1	2377
MXRA7	5036
MXRA8	914
MYADM	1936
MYB	1191
MYBBP1A	510
MYBL1	2521
MYBL2	408
MYC	1992
MYCBP2	720
MYCL	1943
MYCN	1510
MYD88	1868
MYDGF	459
MYEF2	8275
MYH10	1598
MYH11	988
MYH14	753
MYH15	1176
MYH3	120
MYH9	1390
MYL12A	318
MYL12B	346
MYL5	33
MYL6	192
MYL6B	100
MYLIP	1495
MYLK	4055
MYNN	3037
MYO10	4784
MYO15A	929
MYO15B	362
MYO18A	3646
MYO19	495
MYO1B	1425
MYO1C	1539
MYO1D	2236
MYO1E	4945
MYO1F	739
MYO3A	1826
MYO5A	6411
MYO5B	3680
MYO5C	1578
MYO6	4524
MYO9A	4288
MYO9B	1391
MYOF	533
MYOM2	474
MYORG	4132
MYPOP	599
MYRF	2374
MYSM1	5252
MYT1	1804
MZF1	1226
MZT1	1954
MZT2A	100
MZT2B	100
N4BP1	4177
N4BP2	4014
N4BP2L1	2477
N4BP2L2	7509
N4BP3	4079
N6AMT1	4193
NAA10	761
NAA11	1144
NAA15	3299
NAA16	1427
NAA20	496
