GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
RNF125	8	4	0	12	484	397	368	419	355	275
RNF126	8	6	34	102	344	437	365	730	859	345
RNF126P1	0	0	28	0	116	136	124	258	336	117
RNF128	26	38	39	60	461	484	428	550	625	464
RNF13	2	6	10	18	245	242	225	219	197	126
RNF130	0	46	42	94	418	385	301	550	631	303
RNF133	0	0	0	0	0	2	0	0	0	0
RNF135	0	8	0	0	144	111	136	210	221	114
RNF138	50	20	36	24	1064	1073	887	865	784	556
RNF138P1	0	0	6	0	216	239	164	155	186	124
RNF139	0	22	22	0	768	806	631	763	688	431
RNF139-AS1	10	0	0	0	42	73	26	76	87	11
RNF14	0	6	20	20	534	562	512	478	449	256
RNF141	2	0	0	0	333	289	311	297	256	213
RNF144A	0	0	0	0	168	161	134	143	184	120
RNF144A-AS1	0	0	0	0	2	4	2	2	6	0
RNF144B	0	0	6	0	151	165	117	77	118	40
RNF145	18	8	2	0	1214	1389	1055	1155	1193	521
RNF146	0	16	0	14	1053	1114	701	805	900	367
RNF148	0	0	0	0	0	0	0	4	3	0
RNF149	32	40	64	58	753	813	619	1081	1047	508
RNF150	0	8	7	25	660	693	406	651	763	393
RNF151	0	0	0	0	2	2	2	8	8	4
RNF152	8	0	0	0	497	529	258	325	346	171
RNF157	32	13	24	0	471	415	358	407	467	200
RNF157-AS1	4	0	0	0	31	21	16	11	32	7
RNF165	10	10	4	8	315	328	154	354	357	98
RNF166	4	0	1	0	288	246	236	374	436	156
RNF167	48	30	60	241	1698	1897	1685	2219	2788	1132
RNF168	8	25	22	24	555	575	484	563	509	231
RNF169	15	16	18	76	1110	1112	682	852	829	416
RNF17	0	0	0	0	0	2	0	0	1	0
RNF170	6	0	6	10	123	135	136	181	151	113
RNF175	0	0	0	0	37	36	3	18	15	5
RNF180	0	0	0	0	49	59	50	46	37	30
RNF181	32	64	42	76	190	198	174	318	343	143
RNF182	2	0	16	8	300	268	269	297	221	229
RNF183	1	0	0	0	8	7	2	14	7	4
RNF185	4	2	14	14	340	310	345	485	512	187
RNF186	0	0	0	0	0	0	0	0	0	0
RNF187	34	51	120	248	2000	2361	2128	3691	4662	1290
RNF19A	4	10	0	24	497	423	334	391	353	257
RNF19B	30	4	6	0	300	289	352	449	527	130
RNF2	0	32	12	44	327	328	372	226	223	223
RNF20	20	22	26	20	1077	990	787	1195	1090	472
RNF207	0	0	0	0	73	109	60	85	139	31
RNF208	0	18	0	0	64	65	63	107	128	60
RNF212	0	0	0	0	0	0	0	0	0	0
RNF212B	0	0	0	0	2	7	2	3	2	0
RNF213	30	36	64	102	1990	1950	1368	2114	1884	837
RNF213-AS1	0	0	0	0	43	31	20	31	33	14
RNF214	6	6	28	6	179	105	145	221	274	90
RNF215	0	0	0	6	221	153	151	249	327	76
RNF216	18	24	87	38	918	933	919	1305	1385	645
RNF216-IT1	0	0	0	0	6	0	0	0	2	0
RNF216P1	20	10	27	12	407	319	306	526	568	244
RNF217	0	0	0	38	694	749	451	440	443	379
RNF217-AS1	0	0	0	0	3	2	1	4	8	1
RNF220	28	24	42	88	918	996	901	1326	1435	490
RNF222	0	0	0	0	14	2	9	3	12	4
RNF223	0	0	0	0	2	0	0	6	2	2
RNF224	0	0	0	0	19	8	13	14	23	5
RNF225	0	1	0	1	0	0	1	0	4	0
RNF227	2	1	0	1	120	50	77	124	123	60
RNF24	0	12	20	10	283	274	123	238	217	91
RNF25	4	6	44	34	150	176	120	231	228	69
RNF26	34	6	40	20	408	518	538	881	1098	409
RNF31	14	18	0	14	276	378	294	453	450	153
RNF32	0	0	2	0	98	95	30	82	56	28
RNF34	4	2	6	0	619	514	615	596	703	259
RNF38	49	14	20	12	671	541	687	541	492	359
RNF39	1	0	4	0	199	138	140	201	177	62
RNF4	20	0	22	30	702	680	740	1363	1372	603
RNF40	84	72	154	264	2478	2013	2413	4546	4682	1291
RNF41	2	0	20	52	575	540	518	871	839	369
RNF43	8	2	14	0	478	524	451	532	566	295
RNF44	74	37	24	98	729	770	623	1033	1082	534
RNF5	68	48	64	56	468	660	541	608	789	288
RNF5P1	12	0	8	4	1055	854	1155	1503	1636	516
RNF6	0	12	38	34	977	889	735	940	720	513
RNF7	2	26	82	42	406	398	417	449	437	256
RNF8	36	12	28	8	1022	940	970	1339	1237	637
RNFT1	0	2	8	28	227	179	205	247	219	146
RNFT1-DT	0	0	0	0	103	76	37	57	74	32
RNFT2	0	2	0	28	99	108	134	97	110	51
RNGTT	38	22	70	90	720	714	739	852	640	456
RNH1	50	46	95	200	575	580	740	1174	1291	363
RNLS	0	0	0	16	4	3	10	6	4	8
RNMT	10	6	14	4	2141	2072	1540	2039	2085	1026
RNPC3	0	0	2	0	85	71	90	85	91	68
RNPEP	28	72	23	197	913	832	944	1229	1177	567
RNPEPL1	11	39	2	35	231	243	248	316	365	157
RNPS1	26	56	144	160	1850	1786	1555	3339	3773	1504
RNU1-1	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0
RNU105B	0	0	0	0	0	0	0	0	0	0
RNU105C	0	0	0	0	0	0	0	0	0	0
RNU11	0	0	0	0	0	0	0	0	0	0
RNU12	36	38	72	78	1	0	0	2	1	0
RNU2-1	1332	1042	1150	1346	133	134	27	93	90	12
RNU4-1	6	33	14	26	0	6	0	0	0	0
RNU4-2	6	20	62	8	0	0	5	0	2	0
RNU4ATAC	12	0	0	0	4	20	17	8	16	2
RNU5A-1	464	288	323	400	0	8	0	4	2	0
RNU5B-1	108	112	74	119	0	1	1	0	0	1
RNU5D-1	36	24	16	2	0	1	1	0	0	0
RNU5E-1	1193	547	935	744	5	2	3	1	5	1
RNU5F-1	100	22	67	52	7	6	6	3	10	1
RNU6-1	0	0	0	0	0	0	0	0	0	0
RNU6-2	0	0	0	0	0	0	0	0	0	0
RNU6-7	0	0	0	0	0	0	0	0	0	0
RNU6-8	0	0	0	0	0	0	0	0	0	0
RNU6-9	0	0	0	0	0	0	0	0	0	0
RNU6ATAC	0	6	0	4	11	15	8	7	14	9
RNU6ATAC35P	0	0	0	0	8	8	2	9	9	5
RNU7-1	0	0	0	0	1	0	0	0	0	0
RNVU1-1	491	320	283	388	15	31	15	19	16	7
RNVU1-14	27	24	14	22	19	27	16	35	38	7
RNVU1-15	2	20	2	26	8	3	6	10	10	2
RNVU1-17	8	13	13	6	0	0	0	0	0	0
RNVU1-18	0	0	0	0	0	0	0	0	0	0
RNVU1-19	518	281	315	309	0	0	0	1	0	0
RNVU1-20	0	0	0	0	0	0	0	0	0	0
RNVU1-2A	1583	949	1118	1095	0	0	0	0	0	0
RNVU1-3	0	2	2	2	12	11	2	11	6	2
RNVU1-4	0	0	0	0	0	0	0	0	0	0
RNVU1-6	0	0	0	0	0	3	2	2	2	2
RNVU1-7	757	449	545	516	6	8	5	7	8	0
RNVU1-8	111	92	99	111	0	6	2	1	8	1
RNY1	443	329	310	449	0	0	0	6	0	0
RNY3	0	0	4	0	0	0	1	0	0	0
RNY4	56	62	76	143	0	0	0	0	0	1
RNY5	106	159	112	212	2	4	4	2	2	2
RO60	0	18	36	88	1299	1223	1029	842	807	652
ROBO1	60	37	70	86	1648	1546	1203	1842	1921	906
ROBO2	6	38	8	10	169	202	87	212	204	75
ROBO3	0	0	42	0	101	108	71	137	95	28
ROBO4	0	0	0	0	0	3	0	0	2	0
ROCK1	38	22	62	64	1504	1321	1218	1389	1122	880
ROCK1P1	4	0	0	0	221	124	125	189	135	118
ROCK2	44	10	82	20	980	891	686	944	811	680
ROCR	0	0	0	0	3	4	2	9	2	0
ROGDI	0	2	0	2	164	145	240	163	222	81
ROM1	0	0	0	0	22	29	11	24	45	26
ROMO1	22	16	26	68	1247	1007	1278	2087	2070	586
ROPN1	1	0	0	0	0	0	0	0	1	0
ROPN1B	0	0	0	0	2	2	0	0	1	3
ROPN1L	0	0	0	0	0	3	4	1	4	0
ROPN1L-AS1	0	0	0	0	0	0	2	0	0	0
ROR1	8	0	22	0	273	226	187	344	403	205
ROR1-AS1	0	0	0	0	0	4	0	0	1	2
ROR2	0	38	18	34	350	350	309	450	369	214
RORA	0	0	2	22	524	447	259	299	325	202
RORA-AS1	0	8	0	0	3	3	2	8	10	1
RORA-AS2	0	0	0	0	3	4	0	0	0	0
RORB	0	0	0	0	0	0	0	0	6	2
RORB-AS1	0	0	0	0	0	0	0	0	0	0
RORC	0	0	0	0	0	0	0	0	0	0
ROS1	0	0	0	0	0	0	4	0	0	0
RP1	0	0	0	0	0	0	0	0	0	0
RP1L1	1	1	0	0	19	20	12	20	34	12
RP2	0	4	2	84	314	314	415	272	248	269
RP9	14	0	12	0	506	435	290	444	492	160
RP9P	2	0	12	0	177	192	150	177	182	57
RPA1	66	124	189	237	2755	2279	2639	3218	3118	1427
RPA2	36	66	20	118	998	1221	1293	1308	1399	651
RPA3	26	32	30	88	328	334	262	320	349	235
RPA4	0	0	0	0	6	0	4	0	1	0
RPAIN	57	50	58	195	1462	1432	1079	1555	1511	728
RPAP1	76	44	48	113	547	488	315	934	993	270
RPAP2	10	0	20	16	711	570	443	443	422	283
RPAP3	0	24	10	16	900	886	806	739	678	426
RPARP-AS1	0	0	0	0	349	501	288	459	472	301
RPE	28	18	34	28	703	514	567	575	589	389
RPE65	0	0	0	0	0	0	0	2	2	1
RPEL1	12	12	8	0	457	420	498	661	511	301
RPF1	28	56	64	122	957	830	856	1413	1524	460
RPF2	3	18	35	130	585	496	428	608	556	372
RPGR	0	4	0	0	322	309	196	338	350	179
RPGRIP1	0	0	0	0	9	10	3	6	9	6
RPGRIP1L	0	6	4	0	255	214	307	250	248	198
RPH3A	0	0	0	0	0	0	2	0	3	0
RPH3AL	0	0	16	0	114	100	96	160	105	72
RPIA	18	2	10	4	380	424	417	596	681	339
RPL10	121	110	382	435	3949	4174	4528	5111	5779	2585
RPL10A	78	40	74	196	2622	2680	1671	2835	3064	788
RPL10L	0	0	8	0	0	0	0	0	0	0
RPL11	227	221	517	551	5569	6446	5035	9458	10501	5061
RPL12	32	48	42	66	1118	1116	1253	1096	1315	721
RPL13	285	308	643	1388	6734	7501	6623	8427	10451	3569
RPL13A	109	134	258	404	4166	4398	3621	4820	5846	2310
RPL13AP17	0	0	0	0	0	0	0	0	0	0
RPL13AP20	18	20	38	61	67	43	42	85	74	24
RPL13AP3	6	4	6	36	0	6	4	8	6	7
RPL13AP5	90	108	240	374	37486	37277	41974	66694	73119	20535
RPL13AP6	22	16	38	38	109	93	100	116	122	82
RPL13P5	0	0	0	2	12	6	3	10	8	2
RPL14	16	19	71	217	4889	5286	4062	5521	6328	2435
RPL15	132	66	168	292	8804	10061	9064	9145	8858	7179
RPL17	89	46	108	173	1059	1112	919	1376	1457	727
RPL17-C18orf32	0	0	0	0	0	0	0	0	0	0
RPL18	140	204	298	764	3516	3090	4001	2637	2195	1422
RPL18A	199	105	345	399	1035	945	851	1451	1668	333
RPL19	366	195	652	1334	3413	4025	2858	3596	4702	1901
RPL19P12	22	29	78	255	173	272	206	334	399	116
RPL21	6	12	16	20	6385	7044	5889	6744	6483	5167
RPL21P28	0	2	8	12	322	266	170	308	307	134
RPL21P44	0	0	3	0	6	6	0	2	2	2
RPL22	40	30	60	122	4108	4542	4176	3687	4181	2088
RPL22L1	0	0	0	0	171	219	154	116	97	71
RPL23	328	292	627	913	2940	3531	2681	2634	3404	1230
RPL23A	69	32	144	328	1270	1623	1056	1587	2519	456
RPL23AP32	0	0	6	0	8	14	6	2	1	2
RPL23AP53	0	0	10	0	186	217	167	160	167	98
RPL23AP64	2	0	6	4	55	17	25	37	32	16
RPL23AP7	2	6	14	20	182	181	142	309	344	90
RPL23AP82	2	0	8	12	223	155	123	393	437	100
RPL23AP87	0	0	0	2	41	16	32	68	45	22
RPL23P8	111	34	113	268	9510	8169	7776	8693	9664	2537
RPL24	64	14	74	245	1151	1510	980	863	1434	811
RPL26	50	50	110	304	2540	2811	1653	2376	3537	801
RPL26L1	0	4	4	8	153	146	122	333	346	122
RPL27	122	38	226	550	1574	1686	1287	2360	2695	703
RPL27A	54	26	62	169	1137	1285	942	1137	1591	439
RPL28	132	80	170	506	2799	2733	2666	5116	5897	1518
RPL29	18	24	80	216	4278	4419	4597	5103	5340	3770
RPL29P2	0	2	0	0	2	2	4	4	4	4
RPL3	77	112	185	406	3528	3245	2421	2920	4034	1154
RPL30	106	84	126	336	3061	2312	2257	4019	3469	934
RPL31	75	33	112	131	675	762	545	665	687	391
RPL31P11	12	18	38	70	235	304	266	362	420	242
RPL32	66	60	147	498	1038	1343	723	1135	1947	291
RPL32P3	4	0	0	2	214	226	114	374	323	108
RPL34	34	18	80	86	554	763	489	669	757	397
RPL34-AS1	0	0	0	0	8	1	0	2	3	4
RPL35	66	56	148	344	556	709	638	916	1566	263
RPL35A	67	50	98	162	3861	3370	2357	4175	4240	1127
RPL36	382	307	769	1508	3604	4026	3475	5714	7169	2164
RPL36A	0	0	0	2	45	48	44	48	79	46
RPL36A-HNRNPH2	0	0	0	0	0	0	0	0	0	0
RPL36AL	36	0	30	73	4169	4436	4348	4469	4946	2001
RPL37	69	46	88	362	4173	3694	2686	4812	4563	1604
RPL37A	42	96	108	306	765	821	586	1042	1368	370
RPL38	458	198	42	44	1655	1709	1578	307	353	67
RPL39	32	14	38	60	2639	2885	1414	2990	3277	605
RPL39L	26	2	16	30	263	234	270	343	414	114
RPL3L	0	6	0	0	5	7	9	3	2	6
RPL4	118	158	414	716	10328	11027	7556	11177	14781	4539
RPL41	76	37	38	34	4796	5212	4359	7024	8447	2013
RPL5	85	94	130	393	2800	3137	2159	2299	2692	1593
RPL6	78	82	195	329	8247	6790	5625	8988	8440	2797
RPL7	16	0	36	87	3415	2779	2088	3610	3412	1129
RPL7A	48	24	96	302	2203	2297	2162	2105	2487	1775
RPL7L1	16	27	60	42	4877	5003	5581	6498	6087	4117
RPL8	646	606	1408	3404	28999	24079	23564	54947	50042	13092
RPL9	12	12	36	82	289	301	218	350	359	178
RPLP0	144	140	312	593	2410	2355	1914	2770	2996	1273
RPLP0P2	0	0	0	20	12	31	19	37	33	19
RPLP1	542	428	566	616	2850	3017	1810	3982	5926	1040
RPLP2	72	50	142	322	972	1202	1313	1371	1807	536
RPN1	48	169	154	280	1808	1873	1511	2577	2559	1134
RPN2	80	76	108	216	1198	1262	1043	1780	1781	807
RPP14	6	0	0	0	452	370	298	403	357	119
RPP21	48	8	22	4	30	18	31	61	59	13
RPP25	16	2	0	0	102	106	122	120	129	83
RPP25L	44	36	94	74	282	261	299	459	471	151
RPP30	0	25	20	66	376	347	347	384	273	224
RPP38	14	0	6	8	296	302	222	350	339	209
RPP38-DT	0	0	0	0	15	8	11	4	6	12
RPP40	0	12	0	16	57	71	67	55	43	41
RPPH1	2516	1791	2077	2982	40	52	40	47	48	18
RPRD1A	62	20	10	62	1523	1530	1344	1638	1519	1050
RPRD1B	24	28	6	4	486	488	389	526	513	242
RPRD2	92	94	40	34	894	919	749	865	791	399
RPRM	30	22	68	71	678	649	725	1016	1513	518
RPRML	1	2	0	0	33	44	24	96	125	25
RPS10	0	16	0	36	61	117	79	83	106	15
RPS10-NUDT3	0	10	1	0	0	3	8	3	3	1
RPS10P7	8	0	8	4	25	31	23	15	31	3
RPS11	96	89	186	724	4457	4841	5271	5507	5971	2944
RPS12	66	34	110	144	269	304	156	336	463	76
RPS13	172	188	196	250	334	323	254	434	507	140
RPS14	190	116	548	933	3964	3834	3748	5136	5816	2570
RPS14P3	46	6	44	90	48126	39527	45116	82625	72965	27600
RPS15	204	126	346	435	1105	1148	1423	2257	2763	866
RPS15A	6	10	70	124	571	656	493	546	649	345
RPS15AP10	0	0	2	16	23	20	12	11	10	4
RPS16	1311	1020	1597	2035	6703	6226	6014	7399	8512	3390
RPS16P5	0	0	0	0	0	8	6	4	2	0
RPS17	82	121	182	743	3423	4986	2311	4826	7625	1002
RPS18	48	62	154	365	3178	2992	2527	2924	2479	1948
RPS18P9	50	48	158	222	468	506	285	403	574	89
RPS19	215	148	294	643	2043	2065	2178	2290	2891	624
RPS19BP1	16	6	4	66	534	436	498	719	796	296
RPS2	24	28	83	128	12057	13256	10624	14215	17984	5662
RPS20	74	20	72	138	3477	4002	3132	4800	5907	1382
RPS21	212	254	555	752	260	251	376	336	369	188
RPS23	24	10	80	176	11912	9831	10253	16036	13576	4515
RPS24	144	82	226	280	2595	2674	1973	2612	2844	1304
RPS25	110	98	209	228	722	822	485	768	909	249
RPS26	50	6	23	42	318	292	280	363	390	155
RPS26P11	4	4	8	18	54	76	41	70	98	35
RPS27	12	6	40	30	369	356	221	557	437	122
RPS27A	34	10	54	144	3801	4784	3458	3346	4037	2343
RPS27L	0	6	32	14	599	626	705	604	579	306
RPS28	24	56	50	144	155	110	92	184	148	28
RPS29	50	36	81	126	432	454	372	422	598	176
RPS2P32	0	0	0	0	45	57	36	54	45	23
RPS3	514	435	904	1394	2690	3231	2293	3024	5013	1153
RPS3A	16	10	42	80	1592	1438	1024	1239	1341	769
RPS4X	170	280	652	1316	4444	5020	4259	4617	5474	3109
RPS4Y1	0	0	0	0	0	0	0	0	0	0
RPS4Y2	0	0	0	0	0	0	0	0	0	0
RPS5	168	71	277	505	1779	1555	1609	2848	3117	851
RPS6	18	68	176	368	8271	7273	5648	7834	8092	2959
RPS6KA1	10	28	14	30	308	312	289	473	469	206
RPS6KA2	11	0	0	0	275	292	209	403	424	138
RPS6KA2-AS1	0	0	0	0	0	0	0	0	0	0
RPS6KA2-IT1	0	0	0	0	5	1	1	2	2	0
RPS6KA3	32	44	78	40	1341	1202	1185	1447	1438	1056
RPS6KA4	0	10	12	0	156	142	153	301	317	130
RPS6KA5	16	14	0	0	384	373	301	304	259	226
RPS6KA6	10	6	6	10	268	286	219	176	138	80
RPS6KB1	50	4	42	30	1790	1681	1410	1308	1160	847
RPS6KB2	0	0	16	48	471	412	427	561	677	212
RPS6KC1	0	12	0	56	382	281	264	376	297	208
RPS6KL1	0	0	4	0	224	339	215	430	464	167
RPS7	92	124	172	290	1396	1853	1680	1605	1952	1429
RPS7P5	0	0	0	2	0	0	0	0	0	0
RPS8	207	194	296	636	3900	4073	3367	4492	5173	2054
RPS9	374	366	680	786	5704	5815	5296	8475	9180	2341
RPSA	10	36	46	82	1350	1272	967	1589	2010	641
RPSAP52	2	0	2	4	6	1	5	1	0	0
RPSAP58	16	8	14	30	9010	9152	8610	11316	12904	6108
RPSAP9	10	6	10	20	602	581	410	649	800	253
RPTN	0	0	0	0	2	2	0	0	0	0
RPTOR	76	6	136	152	583	612	701	1317	1403	606
RPUSD1	10	0	14	10	214	291	273	578	777	211
RPUSD2	28	0	4	14	207	239	290	515	635	154
RPUSD3	22	60	48	110	581	573	603	908	1005	382
RPUSD4	0	0	10	42	268	261	239	536	495	217
RRAD	0	0	0	0	12	4	3	17	17	3
RRAGA	32	30	72	38	642	571	644	573	663	259
RRAGB	14	0	2	14	127	117	120	207	182	105
RRAGC	6	0	4	2	600	549	567	602	467	283
RRAGD	81	58	42	40	1507	1416	1467	849	852	451
RRAS	14	0	2	18	58	53	53	70	66	37
RRAS2	28	40	10	0	235	253	231	193	184	131
RRBP1	195	72	113	160	2237	2122	1365	2661	2866	1185
RREB1	14	35	56	174	694	660	632	956	899	381
RRH	0	0	0	0	8	3	6	4	7	6
RRM1	94	84	244	196	1508	1368	1345	1634	1562	879
RRM2	114	88	256	336	2115	2055	1973	2683	2643	1544
RRM2B	10	34	4	10	623	572	572	316	283	231
RRN3	2	12	34	54	1445	1212	1229	1598	1206	679
RRN3P1	0	0	0	18	49	37	37	37	33	16
RRN3P2	2	0	2	2	39	23	27	49	30	15
RRN3P3	0	0	4	0	80	52	52	88	92	34
RRNAD1	26	30	52	14	529	553	388	819	997	274
RRP1	62	142	148	234	1247	1202	1132	2675	3020	732
RRP12	102	90	202	180	1508	1237	1027	2747	2810	579
RRP15	18	0	30	84	1015	881	856	959	747	487
RRP1B	92	36	194	380	3168	2878	2449	4289	4140	1930
RRP36	32	4	22	24	535	574	577	677	784	345
RRP7A	25	40	60	132	1309	1087	1173	2057	2339	754
RRP7BP	2	8	30	70	555	463	381	963	930	293
RRP8	0	8	0	62	654	566	394	710	610	205
RRP9	4	28	26	73	152	163	190	286	370	89
RRS1	50	34	91	163	792	694	959	1402	1605	551
RRS1-AS1	0	0	0	0	0	0	0	2	2	0
RS1	0	0	0	0	0	0	0	0	0	0
RSAD1	12	32	40	70	928	821	696	1295	1247	543
RSAD2	0	0	0	0	4	2	15	4	3	10
RSBN1	56	14	34	40	500	541	290	470	441	240
RSBN1L	10	26	28	10	776	833	548	570	491	319
RSC1A1	0	0	0	0	0	0	0	0	0	0
RSF1	105	16	40	62	1458	1261	1018	1222	1139	535
RSKR	0	0	20	0	641	632	322	717	671	351
RSL1D1	56	62	277	308	3007	2623	2883	3569	3461	2187
RSL24D1	12	24	18	14	1878	1823	1230	1734	1743	808
RSPH1	1	0	0	0	17	7	6	8	15	6
RSPH10B	0	0	0	0	0	0	0	0	0	0
RSPH10B2	0	0	0	0	0	0	0	0	0	0
RSPH14	0	0	0	0	2	0	2	2	2	2
RSPH3	0	0	18	46	338	328	266	287	294	123
RSPH4A	0	0	12	0	36	35	14	30	32	8
RSPH6A	0	0	0	0	5	0	0	4	14	0
RSPH9	0	0	0	0	12	14	12	18	14	13
RSPO1	0	0	0	0	0	1	0	0	0	0
RSPO2	0	0	0	0	8	11	17	38	20	14
RSPO3	0	0	0	0	2	0	0	12	4	8
RSPO4	0	0	0	0	76	127	48	116	113	41
RSPRY1	0	0	2	12	425	444	442	513	498	313
RSRC1	24	14	6	58	424	333	400	259	230	201
RSRC2	68	92	78	196	3083	2769	1678	2824	2511	953
RSRP1	26	20	0	30	1808	1572	1046	1593	1619	655
RSU1	18	2	26	44	484	494	474	500	397	227
RSU1P2	0	0	0	0	0	0	0	2	0	0
RTBDN	0	0	0	0	15	2	2	7	12	1
RTCA	12	10	15	12	612	601	583	645	547	375
RTCA-AS1	0	0	0	0	34	38	39	93	51	17
RTCB	42	90	37	197	1433	1337	1408	1925	1756	868
RTEL1	0	0	0	0	19	9	17	19	28	17
RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0	0	0
RTF1	56	38	38	42	1241	1177	1436	1451	1270	832
RTF2	48	14	38	58	945	1058	916	1320	1271	523
RTKN	4	32	4	74	659	531	586	794	881	330
RTKN2	28	2	5	37	534	519	478	327	300	210
RTL1	0	0	0	0	0	0	0	0	0	0
RTL10	8	0	46	10	902	847	649	1204	1219	458
RTL3	0	0	0	0	0	0	2	0	0	0
RTL4	0	0	0	0	0	0	0	2	0	0
RTL5	6	0	26	0	170	134	105	211	243	57
RTL6	16	18	76	50	966	994	1144	1260	1248	556
RTL8A	16	8	8	92	399	459	416	755	678	333
RTL8B	8	12	8	6	262	241	268	177	198	95
RTL8C	58	78	102	112	587	516	603	899	1057	481
RTL9	0	0	0	0	3	0	2	4	4	2
RTN1	0	0	0	0	13	23	25	19	15	7
RTN2	12	0	4	0	141	83	101	90	102	37
RTN3	57	42	54	132	1588	1579	1218	1413	1720	797
RTN4	128	179	174	136	3074	3233	3128	3995	4362	1851
RTN4IP1	2	4	4	0	128	70	144	209	236	91
RTN4R	14	0	0	27	50	53	82	65	130	68
RTN4RL1	0	0	0	0	30	46	39	63	104	39
RTN4RL2	2	8	22	38	100	106	96	216	287	77
RTP1	0	0	0	0	0	0	0	0	0	0
RTP2	0	0	0	0	0	0	0	0	2	0
RTP3	0	0	0	0	0	0	0	0	0	0
RTP4	0	0	0	0	0	0	0	0	0	0
RTP5	0	0	0	0	0	0	0	2	0	0
RTRAF	24	26	84	72	533	694	726	532	600	450
RTTN	18	22	18	12	531	510	367	462	421	290
RUBCN	8	8	40	0	489	483	437	438	428	153
RUBCNL	0	0	0	0	4	7	10	6	2	2
RUFY1	28	22	0	46	556	527	469	801	932	314
RUFY2	10	0	30	0	407	351	312	179	199	139
RUFY3	0	4	24	0	825	783	522	602	576	302
RUFY4	0	0	0	0	10	4	1	6	9	6
RUNDC1	15	28	6	86	1000	928	737	988	1022	346
RUNDC3A	0	0	8	0	20	35	19	41	38	4
RUNDC3A-AS1	0	0	0	0	52	63	34	31	46	18
RUNDC3B	16	0	8	0	204	196	160	120	143	115
RUNX1	0	2	0	66	342	455	321	370	374	238
RUNX1-IT1	0	0	0	0	0	0	0	0	0	0
RUNX1T1	0	1	0	20	252	165	177	162	213	136
RUNX2	16	12	16	34	181	239	212	250	248	159
RUNX3	20	26	19	12	461	429	428	518	616	296
RUSC1	76	30	42	80	597	662	480	772	807	285
RUSC1-AS1	0	0	0	0	524	614	296	420	505	176
RUSC2	16	14	6	12	194	164	221	388	367	121
RUVBL1	126	46	278	316	1568	1636	1500	2353	2398	967
RUVBL1-AS1	0	0	0	0	0	0	1	4	0	2
RUVBL2	28	66	238	545	1043	892	921	1848	1862	657
RWDD1	132	40	48	133	437	511	470	439	395	232
RWDD2A	8	6	0	10	242	252	173	169	145	95
RWDD2B	24	4	8	22	580	478	301	438	466	130
RWDD3	0	0	0	14	188	174	156	176	146	82
RWDD4	9	2	30	46	185	178	160	146	115	165
RXFP1	0	0	0	0	0	0	0	0	0	0
RXFP2	0	0	0	0	0	0	0	0	0	0
RXFP3	2	0	0	3	0	0	0	0	0	0
RXFP4	0	0	0	0	0	0	0	6	0	0
RXRA	16	6	10	82	528	602	683	802	800	452
RXRB	20	16	34	40	884	819	802	1314	1451	558
RXRG	0	0	0	0	3	1	8	10	0	1
RXYLT1	22	8	38	4	443	402	359	511	469	205
RXYLT1-AS1	0	10	0	16	93	92	76	88	100	88
RYBP	0	4	0	0	752	751	629	373	302	224
RYK	0	8	14	24	239	351	357	369	419	247
RYR1	12	8	44	8	139	169	99	299	312	76
RYR2	0	2	4	6	230	283	123	335	286	115
RYR3	0	0	0	0	19	19	21	12	15	10
S100A1	20	0	0	0	80	66	30	133	140	25
S100A10	130	66	114	98	808	763	870	692	806	442
S100A11	0	6	16	70	441	510	666	387	496	345
S100A12	0	0	0	0	0	0	0	0	0	0
S100A13	44	24	24	44	430	508	409	523	479	249
S100A14	0	0	0	0	11	19	3	3	7	1
S100A16	0	0	0	0	18	10	10	6	5	2
S100A2	0	0	0	0	35	37	27	76	64	16
S100A3	0	0	0	0	4	4	1	0	0	0
S100A4	0	0	0	0	21	23	21	24	29	16
S100A5	0	0	0	0	4	0	1	4	2	2
S100A6	0	0	0	0	6	0	0	0	0	1
S100A7	0	0	0	0	0	2	0	1	0	0
S100A7A	0	0	0	0	0	0	0	0	0	0
S100A8	0	0	0	0	2	0	3	0	0	0
S100A9	0	0	0	0	0	2	0	2	2	2
S100B	0	0	0	0	0	0	0	0	0	0
S100G	0	0	0	0	0	2	0	0	0	0
S100P	0	0	0	0	3	2	5	6	2	0
S100PBP	0	14	8	4	627	505	479	660	548	341
S100Z	0	0	0	0	1	2	0	0	2	0
S1PR1	0	6	0	0	69	84	104	204	179	162
S1PR2	18	8	0	48	222	250	234	333	388	111
S1PR3	0	0	0	0	53	53	89	23	18	26
S1PR4	0	0	0	0	0	0	4	0	0	0
S1PR5	0	0	0	0	38	48	28	44	26	16
SAA1	0	0	0	0	0	2	0	0	0	0
SAA2	0	0	0	0	6	0	4	2	4	1
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0
SAA3P	0	0	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	0	0	0	0	0
