GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
UQCRB	6	6	36	26	746	868	247	908	930	602
UQCRBP1	0	4	10	22	5363	5108	2558	5559	5173	4726
UQCRC1	55	34	136	172	2272	2677	884	1222	1232	1465
UQCRC2	52	51	124	220	2654	2539	1351	2149	1980	1670
UQCRFS1	44	80	103	302	4469	4375	2517	3311	3522	3405
UQCRH	258	110	264	306	1492	1668	874	1540	1584	1219
UQCRHL	278	102	156	274	6226	5778	2664	4523	4453	4776
UQCRQ	8	12	28	22	2484	2832	889	1770	1593	1859
URAD	0	0	0	0	0	0	0	4	0	0
URAHP	0	12	0	0	34	51	16	28	43	16
URB1	58	52	80	73	1742	1570	574	1294	1106	816
URB1-AS1	34	22	36	42	370	373	146	255	222	204
URB2	58	58	50	90	1289	1172	666	1027	916	1010
URGCP	6	0	12	42	857	967	358	593	525	489
URGCP-MRPS24	0	0	0	0	0	0	0	0	0	0
URI1	120	58	170	212	3928	3630	1960	3122	2819	2562
URM1	0	4	22	4	656	796	321	470	394	475
UROC1	0	0	0	0	0	0	0	2	7	2
UROD	73	48	30	210	2489	2766	787	1679	1639	1527
UROS	32	10	2	90	364	309	160	312	314	383
USB1	2	0	4	0	638	825	359	561	512	673
USE1	0	0	12	0	345	374	87	187	172	156
USF1	0	8	0	6	533	579	241	407	444	425
USF2	29	35	71	192	2700	3242	974	1633	1829	1909
USF3	0	0	2	0	280	213	155	335	281	227
USH1C	0	0	0	0	10	23	6	12	11	19
USH1G	0	0	0	0	12	24	6	22	16	10
USH2A	0	0	0	0	0	5	0	6	2	2
USHBP1	0	0	0	0	6	2	0	1	4	6
USO1	24	12	32	92	795	784	504	825	754	720
USP1	18	16	78	56	2074	1752	1378	2238	1933	2078
USP10	32	42	76	60	1368	1391	641	1015	1189	1054
USP11	149	217	219	580	3314	3632	1236	1941	1521	1789
USP12	0	2	0	10	718	628	489	930	923	753
USP12-AS1	0	0	0	0	0	0	0	0	0	1
USP12-AS2	0	0	0	0	0	0	0	6	0	0
USP13	0	12	74	16	443	432	284	382	430	379
USP14	12	32	92	156	1719	1454	1063	1808	1666	1923
USP15	22	14	12	2	576	520	293	768	752	540
USP16	26	10	0	4	1427	1229	800	1848	1672	1388
USP17L1	0	0	0	0	0	0	0	0	0	0
USP17L10	0	0	0	0	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0	0	0	0	0
USP17L15	0	0	0	0	4	2	0	0	3	0
USP17L17	0	0	2	0	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0	0	0	0	0
USP17L19	0	0	2	0	2	0	0	0	0	0
USP17L2	0	0	0	0	2	4	0	2	0	0
USP17L20	0	0	0	0	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0	1	0	0	0
USP17L30	0	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0	0	0	0	0
USP17L6P	0	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	0	5	2	2	2	2	4
USP17L8	0	0	0	0	0	0	0	0	0	0
USP17L9P	0	0	0	0	0	0	0	0	0	0
USP18	0	7	8	0	275	257	70	221	205	205
USP19	26	44	40	98	1011	1053	364	651	617	514
USP2	4	4	0	0	87	100	36	87	86	92
USP2-AS1	6	0	0	0	34	35	15	23	17	14
USP20	26	6	1	18	393	461	190	362	298	298
USP21	0	8	20	0	905	830	315	720	616	468
USP22	84	30	156	248	5172	5480	2375	3803	3685	4449
USP24	52	62	66	72	1828	1778	946	1603	1532	1226
USP25	14	2	18	46	480	473	309	710	626	531
USP26	0	0	0	0	0	0	0	0	0	0
USP27X	8	8	2	0	292	332	132	206	171	138
USP27X-AS1	0	0	0	0	29	31	12	24	19	14
USP28	30	12	24	62	564	672	399	812	847	621
USP29	0	0	0	0	0	1	0	0	0	0
USP3	4	14	18	42	323	285	184	345	316	246
USP3-AS1	0	0	0	0	12	11	8	20	21	11
USP30	0	20	2	0	272	231	126	323	277	291
USP30-AS1	0	0	0	0	2	0	0	6	5	4
USP31	2	12	6	0	686	711	315	714	570	495
USP32	32	24	32	81	832	669	418	757	740	520
USP32P1	10	0	0	0	72	72	17	106	102	48
USP32P2	6	0	0	6	705	620	306	953	808	367
USP32P3	2	0	0	6	279	238	150	341	364	187
USP33	60	18	32	51	741	678	523	1000	908	805
USP34	36	80	39	42	1221	1066	708	1238	1193	1113
USP35	0	0	0	0	140	170	53	105	108	77
USP36	44	102	110	184	3479	3375	1026	2354	2105	1523
USP37	0	16	22	14	255	238	154	328	277	159
USP38	14	58	58	55	326	380	231	347	351	337
USP39	26	36	106	133	1807	1969	669	1227	1160	939
USP4	34	2	24	10	324	374	144	260	227	244
USP40	12	4	6	6	398	371	211	360	304	226
USP42	16	10	20	82	380	368	183	352	257	206
USP43	22	0	10	12	168	163	77	87	96	96
USP44	12	2	0	22	510	498	258	512	513	318
USP45	6	2	0	8	629	519	382	742	797	467
USP46	16	16	22	28	643	541	450	691	637	629
USP46-AS1	0	0	0	0	2	9	4	4	9	7
USP47	8	4	22	96	999	849	525	1019	1050	875
USP48	30	44	114	118	1280	1328	637	1506	1359	1168
USP49	2	6	12	0	871	758	366	1067	959	592
USP5	44	10	80	70	2689	2975	924	1432	1431	1762
USP50	0	0	0	0	0	0	0	0	0	0
USP51	0	0	0	0	20	24	15	21	10	20
USP53	22	0	16	0	438	375	263	543	381	340
USP54	2	46	20	120	513	519	299	455	522	349
USP6	4	2	0	2	44	46	20	49	30	24
USP6NL	4	4	0	8	323	296	162	439	410	385
USP7	92	44	166	276	2157	2157	979	1686	1600	1637
USP8	10	6	18	46	394	333	192	675	799	531
USP9X	418	203	502	614	6649	6076	3803	6971	6403	5543
USP9Y	0	4	0	12	1	0	0	2	0	2
USPL1	28	6	20	0	326	282	245	386	380	231
UST	2	1	20	4	559	544	347	387	320	328
UST-AS1	0	0	0	0	2	0	0	0	0	0
UTF1	0	0	0	0	0	6	0	0	5	4
UTP11	34	18	51	30	695	652	402	556	604	553
UTP14A	2	32	88	54	533	618	212	587	526	357
UTP14C	0	0	0	0	0	0	0	0	0	0
UTP15	10	0	10	56	462	428	274	387	399	436
UTP18	12	36	89	126	1084	1148	634	693	619	723
UTP20	54	27	51	64	826	731	371	513	501	409
UTP23	4	0	24	24	372	360	204	434	363	299
UTP25	38	38	38	117	792	673	303	744	751	592
UTP3	18	32	82	72	1674	2035	537	1533	1383	1176
UTP4	12	18	82	91	1727	1535	540	1233	1187	1169
UTP6	4	26	108	74	920	924	542	877	803	720
UTRN	4	37	36	66	1352	1288	1043	1545	1730	1334
UTS2	0	0	0	0	0	0	0	0	2	0
UTS2B	0	0	0	0	2	2	6	0	0	2
UTS2R	2	0	0	10	4	7	4	4	6	0
UTY	0	8	0	0	6	7	1	8	10	11
UVRAG	0	26	14	30	290	287	116	222	262	217
UVRAG-DT	0	0	0	0	4	4	6	0	2	3
UVSSA	0	8	6	2	256	254	110	171	183	149
UXS1	2	0	38	44	433	384	363	450	380	547
UXT	18	0	8	76	549	705	303	441	512	362
UXT-AS1	0	0	0	0	3	4	0	1	1	2
VAC14	12	0	68	28	433	447	178	177	167	203
VAC14-AS1	0	0	0	0	7	4	0	4	2	0
VAMP1	0	2	0	0	387	386	130	369	239	212
VAMP2	2	32	14	0	745	738	353	779	772	739
VAMP3	60	26	46	36	1162	1223	794	1178	1009	1145
VAMP4	12	0	6	4	219	167	157	326	321	227
VAMP5	0	0	0	0	52	57	17	30	42	14
VAMP7	0	0	24	7	403	378	295	490	618	379
VAMP8	44	30	72	68	1589	1580	640	1405	1427	1421
VANGL1	10	22	20	54	798	653	394	594	633	691
VANGL2	28	10	52	16	792	865	409	740	913	873
VAPA	66	48	82	202	1410	1401	844	1053	1119	1258
VAPB	12	20	40	24	1004	913	458	1179	1113	929
VARS1	318	252	325	679	2611	2878	981	1425	1393	1407
VARS2	8	20	42	30	1629	1741	607	1121	1051	768
VASH1	0	4	18	32	1227	1352	561	1041	1097	743
VASH1-AS1	0	0	0	0	9	8	1	0	2	4
VASH2	2	4	12	16	78	101	56	104	124	100
VASN	0	2	4	4	26	38	30	30	54	31
VASP	20	8	14	76	461	482	201	249	325	331
VAT1	66	44	118	280	3183	3695	1217	1692	1782	1799
VAT1L	0	0	0	0	11	22	4	12	17	4
VAV1	4	8	28	0	151	157	39	169	102	93
VAV2	16	2	6	12	630	567	239	432	375	502
VAV3	10	0	8	0	73	90	69	92	103	88
VAV3-AS1	0	0	0	0	0	0	0	0	0	0
VAX1	0	14	2	0	57	79	38	81	72	57
VAX2	0	0	0	8	65	72	12	26	55	41
VBP1	66	26	72	138	1537	1392	1148	1984	1933	1654
VCAM1	0	0	0	0	0	0	0	0	6	0
VCAN	135	126	180	230	2480	2289	1832	2834	2782	2280
VCAN-AS1	0	0	0	0	2	1	3	0	2	0
VCL	122	87	130	182	2448	2274	1214	2412	2447	1995
VCP	184	222	210	418	3459	3658	1624	2717	2469	3469
VCPIP1	24	2	24	10	731	675	286	762	761	389
VCPKMT	12	0	0	0	247	199	130	225	230	232
VCX	0	0	0	0	1	0	0	0	1	0
VCX2	0	0	0	0	6	0	0	0	0	0
VCX3A	0	0	0	0	4	0	0	2	2	0
VCX3B	0	0	0	0	0	4	0	2	0	0
VCY	0	0	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0
VDAC1	18	12	54	136	2936	2628	2003	3115	3356	3731
VDAC2	32	63	44	134	1247	1458	518	1929	2325	1776
VDAC3	38	30	20	66	1097	995	456	1085	1149	1021
VDR	6	0	0	54	431	458	117	360	294	215
VEGFA	36	68	104	142	4056	3883	1261	3093	2918	1420
VEGFB	6	28	12	50	320	390	213	296	360	279
VEGFC	0	2	0	2	109	85	63	71	45	69
VEGFD	0	0	0	0	0	0	0	0	0	2
VENTX	0	0	0	0	2	0	1	6	7	0
VENTXP1	0	0	0	0	0	0	0	0	0	0
VENTXP7	0	0	0	0	0	0	0	0	0	0
VEPH1	0	0	0	0	15	23	13	27	23	7
VEZF1	12	4	62	16	694	705	351	841	903	665
VEZT	24	12	34	32	687	589	372	1236	1076	951
VGF	0	4	16	20	71	87	11	28	59	12
VGLL1	0	0	0	0	0	0	0	0	2	0
VGLL2	6	0	0	0	20	26	24	33	26	22
VGLL3	0	6	0	38	216	224	187	320	275	198
VGLL4	8	4	34	16	453	492	200	493	460	428
VHL	68	32	148	150	4655	4823	2054	3834	3939	3402
VHLL	0	0	0	0	11	12	3	4	6	11
VIL1	0	0	0	8	4	1	2	2	0	5
VILL	0	0	0	0	2	6	0	3	2	3
VIM	46	54	282	852	3011	3125	1793	2328	2174	2119
VIM-AS1	0	0	0	0	52	53	28	56	56	28
VIP	0	0	0	0	0	0	0	0	0	0
VIPAS39	0	0	0	0	116	144	51	116	89	94
VIPR1	2	0	0	0	63	63	21	98	86	69
VIPR1-AS1	0	0	0	0	1	2	0	1	4	0
VIPR2	0	0	0	1	3	1	0	3	0	3
VIRMA	32	28	73	62	1070	1106	473	1147	1189	820
VIT	0	0	0	0	0	1	0	0	0	0
VKORC1	28	70	98	86	1203	1551	548	743	703	853
VKORC1L1	36	36	64	26	1524	1342	950	1101	1127	1186
VLDLR	16	22	2	42	452	431	181	720	661	408
VLDLR-AS1	0	0	0	0	2	2	0	1	2	1
VMA21	28	10	54	4	761	694	592	905	894	894
VMAC	0	16	0	24	111	85	40	92	111	58
VMO1	0	0	0	0	14	35	6	16	12	14
VMP1	67	32	72	79	1210	1215	658	1068	913	852
VN1R1	2	0	0	0	47	45	12	76	63	18
VN1R10P	0	0	0	0	0	0	0	2	0	0
VN1R2	0	0	0	0	0	0	0	0	0	0
VN1R3	0	0	0	0	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0	0	0	0	0
VN1R5	0	0	0	0	0	0	0	0	0	0
VNN1	0	0	0	0	0	0	0	0	0	0
VNN2	0	0	0	0	2	0	0	0	7	0
VNN3	0	0	0	0	0	0	0	0	0	0
VOPP1	4	18	14	30	721	673	373	347	338	377
VPREB1	0	0	0	0	0	0	0	0	0	0
VPREB3	0	0	0	0	8	9	8	5	3	0
VPS11	42	4	32	50	354	338	121	210	220	189
VPS13A	10	32	12	12	1285	1004	788	1659	1471	1227
VPS13A-AS1	0	0	0	0	2	2	0	0	0	0
VPS13B	0	2	26	26	320	315	208	319	349	274
VPS13C	78	20	28	35	591	594	438	1073	1037	670
VPS13D	38	4	20	26	1226	1165	506	1090	1133	691
VPS16	8	24	34	52	572	505	226	366	444	450
VPS18	26	14	20	40	408	474	168	243	262	336
VPS25	6	10	32	92	612	623	301	533	601	579
VPS26A	12	10	0	108	635	563	515	717	617	678
VPS26B	0	12	0	28	565	571	261	479	408	448
VPS26C	12	20	34	26	710	712	412	608	443	462
VPS28	20	19	28	62	644	617	200	344	296	360
VPS29	6	8	28	60	1647	1539	940	1347	1356	1432
VPS33A	0	48	30	2	1061	1107	625	767	795	1038
VPS33B	38	16	14	32	641	730	232	504	461	381
VPS33B-DT	0	0	6	2	41	42	22	53	31	15
VPS35	46	12	72	64	1612	1428	1043	1816	1777	1807
VPS35L	8	24	10	58	317	295	161	324	303	246
VPS36	8	3	6	0	297	264	183	673	580	481
VPS37A	20	18	10	20	137	144	91	174	213	123
VPS37B	26	26	30	52	1026	1041	311	642	596	611
VPS37C	2	10	28	14	385	456	129	196	264	225
VPS37D	0	4	0	0	104	105	82	62	74	116
VPS39	64	6	0	54	731	653	263	610	504	506
VPS41	6	32	16	12	804	728	378	687	644	644
VPS45	2	10	14	0	561	486	265	470	443	388
VPS4A	82	44	61	209	3271	3457	1290	2255	2321	1659
VPS4B	72	36	26	54	1048	914	614	1001	972	1079
VPS50	14	0	0	0	213	202	196	250	215	201
VPS51	74	6	31	33	533	629	209	315	346	344
VPS52	8	64	0	2	713	775	296	514	604	489
VPS53	30	24	52	125	1496	1562	582	1095	954	722
VPS54	42	14	20	82	510	556	293	535	498	446
VPS72	36	34	60	112	1457	1504	503	967	961	862
VPS8	5	0	6	10	412	357	197	384	418	290
VPS9D1	2	0	0	30	223	221	85	163	176	103
VPS9D1-AS1	6	2	8	10	210	351	72	195	125	111
VRK1	6	4	2	20	659	657	444	821	789	716
VRK2	0	0	0	10	135	141	100	164	182	134
VRK3	34	12	32	48	394	439	204	339	289	269
VRTN	0	0	0	0	0	0	0	0	0	0
VSIG1	0	0	0	0	13	9	0	4	6	16
VSIG10	0	6	6	16	550	546	236	558	566	441
VSIG10L	0	0	0	6	25	27	14	32	34	18
VSIG10L2	0	0	0	0	4	2	0	0	0	0
VSIG2	0	0	0	0	7	9	3	15	22	13
VSIG4	0	0	0	0	0	0	0	0	0	0
VSIG8	0	0	0	0	6	4	3	3	10	3
VSIR	0	0	0	6	5	5	0	4	3	6
VSNL1	0	0	0	0	5	4	0	10	2	2
VSTM1	0	0	0	0	0	0	0	0	0	0
VSTM2A	0	1	0	0	0	2	0	0	0	0
VSTM2A-OT1	0	0	0	0	0	0	0	0	0	0
VSTM2B	0	0	0	0	139	165	71	127	146	65
VSTM2L	0	2	4	0	39	50	7	4	22	9
VSTM4	0	0	0	0	100	100	43	100	118	82
VSTM5	0	0	0	0	2	0	0	2	0	2
VSX1	0	0	0	0	0	0	0	0	0	0
VSX2	0	0	0	0	2	2	0	0	4	0
VTA1	10	44	88	124	1541	1521	735	1153	1089	1123
VTCN1	0	0	0	0	2	0	0	4	2	2
VTI1A	0	6	0	46	645	598	298	637	526	560
VTI1B	0	20	0	2	344	426	194	350	405	410
VTN	0	0	0	0	5	4	0	6	2	0
VTRNA1-1	0	0	0	20	0	0	1	1	0	1
VTRNA1-2	0	0	0	4	5	5	3	7	7	4
VTRNA1-3	38	16	12	0	26	63	6	45	62	31
VTRNA2-1	4	12	10	6	8	22	4	8	4	16
VWA1	6	14	3	0	224	213	91	124	139	191
VWA2	0	0	4	16	77	74	55	60	53	50
VWA3A	0	0	0	0	8	16	1	3	13	4
VWA3B	0	0	0	0	0	0	0	0	0	0
VWA5A	0	0	0	0	11	9	12	20	28	38
VWA5B1	1	1	0	0	0	0	0	8	0	0
VWA5B2	24	14	10	0	60	67	22	63	76	53
VWA7	0	0	0	0	29	39	3	26	14	19
VWA8	8	0	36	0	265	262	174	243	269	196
VWA8-AS1	0	0	0	0	4	2	0	2	0	1
VWC2	0	0	0	0	2	0	0	0	0	0
VWC2L	0	0	0	0	0	0	0	4	0	0
VWC2L-IT1	0	0	0	0	0	0	0	0	0	0
VWCE	0	16	0	0	47	36	12	30	20	12
VWDE	0	0	26	58	290	235	136	230	238	112
VWF	0	1	24	0	5	5	0	6	7	3
VXN	0	0	0	0	17	7	6	6	10	6
WAC	91	63	102	130	3355	3635	1265	3029	2966	2218
WAC-AS1	8	2	0	0	683	715	453	716	705	557
WAKMAR2	0	0	0	0	7	7	1	4	12	5
WAPL	34	38	38	100	1901	1913	1020	1800	1592	1569
WARS1	36	16	78	114	1268	1395	436	1259	1193	1149
WARS2	0	0	0	6	153	137	76	194	148	199
WARS2-AS1	0	0	0	24	356	333	137	361	350	190
WARS2-IT1	0	0	0	0	0	0	0	0	0	0
WAS	0	0	0	0	18	16	4	5	10	9
WASF1	78	4	116	58	833	957	409	728	816	758
WASF2	46	20	158	226	2219	2579	986	1775	1878	1577
WASF3	14	18	8	0	873	885	349	829	694	652
WASH2P	2	14	34	24	355	394	128	234	334	219
WASH3P	14	6	14	12	505	580	178	417	396	312
WASH5P	0	0	2	8	103	115	50	136	100	102
WASH7P	6	6	16	19	472	481	121	375	294	276
WASH8P	7	50	30	41	799	882	253	669	582	477
WASHC1	6	10	12	14	446	484	158	354	338	230
WASHC2A	40	11	22	84	741	674	314	669	662	552
WASHC2C	32	26	24	93	717	694	342	634	688	583
WASHC3	0	12	52	0	114	107	58	105	132	66
WASHC4	44	6	12	34	453	329	351	527	552	477
WASHC5	4	2	45	28	311	284	191	328	246	349
WASIR1	0	0	0	0	16	22	17	33	15	16
WASIR2	0	0	0	0	68	66	19	39	37	33
WASL	28	25	36	67	468	359	319	752	706	658
WBP1	12	18	36	16	324	336	75	181	167	151
WBP11	73	56	166	193	1751	1680	719	1009	938	828
WBP11P1	10	0	12	16	583	520	230	398	282	259
WBP1L	24	4	2	14	725	636	315	457	442	528
WBP2	10	26	12	103	1192	1445	447	1105	977	1019
WBP2NL	0	0	0	0	3	0	0	0	0	0
WBP4	2	0	10	18	327	277	188	193	196	130
WDCP	0	4	18	18	533	532	241	480	390	457
WDFY1	2	34	24	84	553	571	392	859	756	918
WDFY2	4	0	0	0	249	231	109	271	276	208
WDFY3	42	16	0	16	726	617	444	829	853	673
WDFY3-AS2	0	0	0	0	56	63	21	59	59	25
WDFY4	0	0	0	0	5	1	0	4	1	0
WDHD1	20	22	38	0	1018	874	619	1158	863	861
WDPCP	0	2	4	20	53	44	23	73	41	38
WDR1	24	66	36	85	1537	1558	704	943	942	1074
WDR11	62	66	18	48	1182	1010	568	1113	966	894
WDR11-AS1	0	0	0	0	37	20	4	35	10	24
WDR12	10	18	48	52	884	834	499	798	742	789
WDR13	36	2	51	22	828	924	259	752	577	460
WDR17	0	0	0	0	130	100	90	164	153	83
WDR18	24	9	34	90	1046	1120	348	420	365	539
WDR19	4	5	22	20	272	218	143	307	244	200
WDR20	7	6	12	8	517	489	209	502	544	402
WDR24	12	24	40	56	629	658	218	357	322	341
WDR25	8	22	20	0	77	75	28	48	66	59
WDR26	94	89	84	120	2773	3146	1625	3694	3649	2617
WDR27	8	4	0	44	1071	1072	354	828	687	381
WDR3	104	20	184	91	1375	1142	714	985	958	916
WDR31	0	0	16	0	148	99	51	147	73	55
WDR33	97	58	144	34	1279	1244	615	1191	1141	978
WDR34	6	6	64	0	488	560	231	365	325	458
WDR35	6	10	10	22	653	529	357	682	474	408
WDR36	98	26	62	118	1043	917	627	1382	1254	954
WDR37	14	30	0	20	546	448	221	571	562	449
WDR38	0	0	0	0	3	5	2	0	2	0
WDR4	12	8	86	99	1295	1352	493	459	469	622
WDR41	24	36	42	84	462	498	399	527	478	538
WDR43	84	26	88	81	2205	1987	930	1812	1800	1573
WDR44	4	6	10	14	405	389	286	378	417	386
WDR45	10	88	42	90	366	447	163	289	295	292
WDR45B	18	16	22	10	2230	2501	978	1924	2017	1737
WDR46	9	32	146	260	1599	1791	583	1001	992	914
WDR47	4	4	26	0	416	378	181	501	428	466
WDR48	32	20	8	68	610	566	396	670	536	586
WDR49	0	0	0	0	0	4	1	1	2	0
WDR5	16	58	50	112	2131	2114	971	1579	1415	1378
WDR53	0	0	22	0	346	357	158	257	295	212
WDR54	2	0	28	76	358	425	110	260	285	115
WDR55	18	8	22	24	542	496	193	407	414	487
WDR59	12	12	46	30	868	863	336	840	816	590
WDR5B	0	0	0	0	194	188	93	190	183	99
WDR6	34	88	44	112	2311	2277	964	1624	1459	1696
WDR60	18	12	4	80	839	695	274	758	707	525
WDR61	26	14	39	26	488	469	270	504	556	461
WDR62	66	83	68	56	1291	1385	365	963	910	774
WDR63	0	8	0	0	30	22	8	35	40	12
WDR64	0	0	0	0	3	1	0	1	0	0
WDR66	0	0	0	0	39	33	8	44	28	26
WDR7	18	10	38	50	460	356	212	437	451	401
WDR70	14	8	22	42	412	399	194	376	375	313
WDR72	0	0	0	0	0	0	1	0	0	2
WDR73	10	2	14	84	953	838	343	694	646	449
WDR74	127	52	125	136	1127	1024	248	476	482	371
WDR75	54	30	56	20	1227	1099	587	857	885	764
WDR76	12	0	18	78	641	602	317	652	693	578
WDR77	34	38	26	22	800	826	466	796	742	1186
WDR78	0	0	1	0	59	49	18	58	60	12
WDR81	36	22	32	36	590	757	268	267	295	419
WDR82	15	4	22	96	2709	2833	1515	2197	2223	2336
WDR83	0	0	32	44	756	732	191	474	437	362
WDR83OS	8	26	54	48	1045	1104	504	607	615	737
WDR86	0	0	0	0	68	108	29	67	68	21
WDR86-AS1	0	0	0	0	6	9	2	7	7	4
WDR87	0	0	0	0	12	2	0	15	16	2
WDR88	0	0	0	0	39	48	27	37	21	33
WDR89	16	0	0	18	302	279	227	306	337	321
WDR90	0	6	2	0	549	608	197	346	321	223
WDR91	14	4	65	22	269	296	100	261	233	161
WDR92	0	2	14	24	656	698	390	479	409	511
WDR93	0	0	0	0	11	16	8	9	1	5
WDR97	1	0	0	1	30	27	16	32	18	20
WDSUB1	4	22	0	12	150	115	96	167	116	151
WDTC1	34	26	38	18	1247	1321	592	999	914	986
WDYHV1	18	0	0	2	249	191	119	216	197	183
WEE1	42	14	72	96	699	670	428	722	684	600
WEE2	0	0	0	0	1	2	0	3	5	0
WEE2-AS1	11	0	0	6	15	25	4	35	16	6
WFDC1	0	0	0	0	2	0	0	0	0	0
WFDC10A	0	0	0	0	0	0	0	2	0	0
WFDC10B	0	0	0	0	0	2	0	0	0	0
WFDC11	0	0	0	0	0	0	0	0	0	0
WFDC12	0	0	0	0	0	0	0	0	0	0
WFDC13	0	0	0	0	0	0	0	8	0	0
WFDC2	42	26	0	26	58	152	44	79	79	93
WFDC21P	0	6	0	0	22	34	7	21	32	41
WFDC3	0	0	0	0	3	6	2	2	2	3
WFDC5	0	0	0	0	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0	0	0	0	0
WFDC9	0	0	0	0	0	0	0	0	0	0
WFIKKN1	0	1	0	0	18	4	1	4	4	15
WFIKKN2	0	0	0	0	4	14	0	10	4	6
WFS1	22	0	50	32	314	319	133	260	238	267
WHAMM	4	16	0	26	397	392	194	430	368	276
WHAMMP1	0	0	4	0	118	114	65	188	177	123
WHAMMP2	2	0	0	8	113	89	68	109	125	86
WHAMMP3	0	0	0	0	96	82	38	115	90	66
WHRN	24	16	4	16	407	440	136	324	337	237
WIF1	18	0	0	0	44	40	19	74	32	23
WIPF1	6	8	30	0	280	348	223	280	224	273
WIPF2	46	6	20	24	1254	1208	563	1389	1402	1111
WIPF3	24	2	6	54	294	313	149	240	241	274
WIPI1	0	0	48	0	104	140	40	109	109	101
WIPI2	20	76	78	94	1228	1227	471	870	883	915
WIZ	52	22	48	63	753	976	339	550	491	525
WLS	78	68	142	122	2228	2170	1227	1654	1813	1734
WNK1	173	124	214	254	3833	4107	2212	4054	4190	3496
WNK2	33	17	35	30	288	277	117	120	149	170
WNK3	10	0	18	0	162	122	62	160	160	85
WNK4	0	2	10	0	321	323	44	159	190	87
WNT1	0	0	0	0	0	0	0	2	6	0
WNT10A	0	10	2	0	3	4	3	6	0	6
WNT10B	0	6	6	0	148	238	80	91	87	72
WNT11	2	0	2	0	93	134	58	94	81	89
WNT16	0	0	0	8	89	62	76	53	57	50
WNT2	0	0	0	0	0	0	0	0	0	0
WNT2B	0	0	0	0	184	111	61	213	156	93
WNT3	10	0	0	0	283	269	139	317	330	208
WNT3A	20	0	0	0	39	47	14	8	32	11
WNT4	0	0	0	0	27	23	17	4	23	22
WNT5A	14	0	16	16	369	410	270	408	500	366
WNT5B	0	0	0	0	254	328	143	172	171	224
WNT6	0	0	0	0	15	51	13	19	27	20
WNT7A	0	0	1	0	2	2	0	0	0	0
WNT7B	0	0	0	0	72	90	41	52	41	46
WNT8A	0	0	0	0	4	4	2	3	10	7
WNT8B	0	0	0	0	73	48	43	49	53	42
WNT9A	0	0	0	0	143	153	44	72	121	91
WNT9B	0	0	0	0	9	12	4	8	0	0
WRAP53	0	22	34	56	395	515	211	285	299	318
WRAP73	2	32	20	27	483	486	257	269	260	276
WRN	11	4	0	40	514	508	267	551	474	401
WRNIP1	16	26	130	132	1479	1607	822	1228	1101	1358
WSB1	42	18	8	74	1567	1529	806	1935	1951	1222
WSB2	24	0	12	0	766	761	489	795	781	1033
WSCD1	24	34	0	42	910	1025	356	928	830	739
WSCD2	1	0	0	0	0	0	0	0	0	0
WSPAR	0	0	0	0	0	0	0	0	0	0
WT1	0	14	4	17	127	87	44	92	65	77
WT1-AS	0	0	0	0	30	43	16	30	16	14
WTAP	16	4	103	118	1703	1352	740	1598	1491	1208
WTAPP1	0	0	0	0	0	0	0	2	1	0
WTIP	0	10	8	0	559	630	181	472	403	252
WWC1	24	50	60	72	1043	1200	368	606	505	372
WWC2	22	30	8	60	936	787	488	770	738	652
WWC2-AS1	0	0	0	0	0	0	0	0	0	0
WWC2-AS2	0	0	0	0	14	23	7	21	0	20
WWC3	6	8	30	8	781	868	451	477	451	429
WWOX	2	6	10	46	394	427	168	333	332	317
WWP1	4	6	0	62	222	223	198	216	192	265
WWP2	6	38	28	58	736	886	222	353	302	277
WWTR1	18	10	28	8	376	298	276	444	434	454
WWTR1-AS1	0	0	0	0	6	14	0	5	5	2
XAB2	28	54	88	184	789	923	257	451	385	395
XACT	0	0	0	0	0	0	0	0	0	0
XAF1	0	0	0	0	0	0	0	0	0	2
XAGE1A	0	0	0	0	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0	0	2	0	0
XAGE5	0	0	0	0	0	0	0	0	0	0
